pattern_id,pattern_type,account
64,CYCLE,0148350::811FFF630
65,RANDOM,0115415::80BC333F0
65,RANDOM,02843::8005DB5B0
65,RANDOM,0113523::805C64C90
66,SCATTER-GATHER,0029064::80A99BDA0
66,SCATTER-GATHER,006075::802974110
66,SCATTER-GATHER,002053::80C27C850
66,SCATTER-GATHER,0143242::8108DB590
66,SCATTER-GATHER,0020822::80B136B30
66,SCATTER-GATHER,0017554::806B16210
66,SCATTER-GATHER,022345::801DB4300
66,SCATTER-GATHER,0124331::8100B34B0
66,SCATTER-GATHER,0214100::80A8E3230
67,CYCLE,0119::811C597B0
67,CYCLE,0048309::811C599A0
67,CYCLE,0150240::812D22980
67,CYCLE,0222::811B83280
68,CYCLE,0119::812A09CF0
68,CYCLE,0049365::812A09D40
69,SCATTER-GATHER,015231::80266F880
69,SCATTER-GATHER,023691::8021353D0
70,FAN-OUT,0050528::812D0C600
70,FAN-OUT,0148350::812D0C3C0
70,FAN-OUT,0148350::811FFF630
71,CYCLE,001047::811F41AC0
71,CYCLE,004726::80E12A290
71,CYCLE,016643::8042BFA00
71,CYCLE,023842::804DE3CB0
72,SCATTER-GATHER,015730::80662DE10
72,SCATTER-GATHER,017222::803E261B0
72,SCATTER-GATHER,019::80A12EEA0
72,SCATTER-GATHER,002952::8019A2650
72,SCATTER-GATHER,0115159::8097D85A0
72,SCATTER-GATHER,0111443::80E35D820
72,SCATTER-GATHER,0135403::80E2226E0
72,SCATTER-GATHER,001669::8031DBFE0
73,CYCLE,017610::806C30AA0
73,CYCLE,0021813::80ECAB9A0
73,CYCLE,0220504::8087D80F0
74,CYCLE,017321::809F265F0
74,CYCLE,0227143::80C9CEC30
74,CYCLE,0222268::8087B9410
74,CYCLE,005836::804853540
74,CYCLE,0112064::8049EE130
75,BIPARTITE,02591::80211CB70
75,BIPARTITE,0221868::80DEA1270
75,BIPARTITE,0110::80CF52AB0
75,BIPARTITE,003242::8080B08A0
75,BIPARTITE,0117299::80A6C74F0
75,BIPARTITE,004403::809925180
75,BIPARTITE,017649::80ED3C650
75,BIPARTITE,0016649::80661C800
75,BIPARTITE,001::8004375A0
75,BIPARTITE,0115249::808595F50
75,BIPARTITE,0217125::806D73DD0
75,BIPARTITE,0026174::80996C170
75,BIPARTITE,021745::8018DB540
75,BIPARTITE,011974::800D9DA40
76,GATHER-SCATTER,01292::8003B00D0
76,GATHER-SCATTER,0016787::806C896A0
76,GATHER-SCATTER,010::80049A310
76,GATHER-SCATTER,01522::8009C77C0
76,GATHER-SCATTER,01522::802D0FB40
76,GATHER-SCATTER,0122055::80932E380
76,GATHER-SCATTER,0219805::807B705E0
76,GATHER-SCATTER,024811::802043170
76,GATHER-SCATTER,00513::8007354D0
76,GATHER-SCATTER,01420::80437D050
76,GATHER-SCATTER,0212818::804A8B6A0
76,GATHER-SCATTER,016163::807CA3510
76,GATHER-SCATTER,021749::800B68E00
76,GATHER-SCATTER,001853::8055AE170
77,FAN-OUT,0113523::8054100E0
77,FAN-OUT,016333::80143D710
77,FAN-OUT,0032297::80ECB7C60
77,FAN-OUT,0031809::80FFE6DD0
77,FAN-OUT,0220541::807E79C00
77,FAN-OUT,0012::80C9A5530
77,FAN-OUT,014::802F72B60
77,FAN-OUT,016::804CEC8B0
77,FAN-OUT,0211::80A27C700
77,FAN-OUT,0025309::80BA89030
78,RANDOM,0122352::80FBC4B50
78,RANDOM,010::800C21050
78,RANDOM,028827::80DD7E790
78,RANDOM,0132499::80C8119E0
78,RANDOM,0219969::80DD3D780
78,RANDOM,01490::802E79D60
78,RANDOM,021831::80848B5B0
78,RANDOM,0023554::80B302DA0
78,RANDOM,0010642::80C8324E0
78,RANDOM,015010::802A17140
79,GATHER-SCATTER,0116214::80DDCA6A0
79,GATHER-SCATTER,001241::801228520
79,GATHER-SCATTER,012::80226C7A0
79,GATHER-SCATTER,0137218::80EB2C3F0
79,GATHER-SCATTER,028726::809379140
79,GATHER-SCATTER,005836::80485EDA0
79,GATHER-SCATTER,023537::801BE1590
79,GATHER-SCATTER,002991::806CF1310
79,GATHER-SCATTER,0033872::80C73E400
79,GATHER-SCATTER,022::801E7B850
79,GATHER-SCATTER,011::80028E6D0
79,GATHER-SCATTER,008074::80803C930
79,GATHER-SCATTER,019023::80514C390
79,GATHER-SCATTER,026818::8021F0F10
79,GATHER-SCATTER,026624::80BAEB110
79,GATHER-SCATTER,019329::8048E30F0
79,GATHER-SCATTER,0132554::80D31F5E0
79,GATHER-SCATTER,023::8043CA5F0
79,GATHER-SCATTER,012::8010D4440
79,GATHER-SCATTER,029279::8066C7E10
79,GATHER-SCATTER,0010441::80EBE2F00
79,GATHER-SCATTER,0017708::80CD41030
79,GATHER-SCATTER,029715::80C2D6120
79,GATHER-SCATTER,0015::80A2DE560
79,GATHER-SCATTER,013516::801D20BB0
80,SCATTER-GATHER,0119::811C597B0
80,SCATTER-GATHER,0048309::811C599A0
80,SCATTER-GATHER,0150240::812D22980
80,SCATTER-GATHER,0222::811B83280
81,GATHER-SCATTER,020::801F03B10
81,GATHER-SCATTER,0026302::809DACA80
81,GATHER-SCATTER,011852::8014E6C60
81,GATHER-SCATTER,0033355::80DD29680
81,GATHER-SCATTER,0016787::806C84040
81,GATHER-SCATTER,0113685::80DF654B0
81,GATHER-SCATTER,0111764::8050A3DA0
81,GATHER-SCATTER,0016649::806AA7880
81,GATHER-SCATTER,007::80E85B510
81,GATHER-SCATTER,029467::803A1AC00
81,GATHER-SCATTER,019740::80B169DD0
81,GATHER-SCATTER,012381::80721FA60
81,GATHER-SCATTER,004::800072EF0
81,GATHER-SCATTER,009129::806E95350
81,GATHER-SCATTER,005140::809B70360
81,GATHER-SCATTER,0116::80DC085E0
81,GATHER-SCATTER,0127760::80CD01840
81,GATHER-SCATTER,018015::80B8AB270
81,GATHER-SCATTER,009665::804232A80
81,GATHER-SCATTER,0017748::807280360
82,SCATTER-GATHER,015863::80B8C96C0
82,SCATTER-GATHER,00513::802CCDF10
82,SCATTER-GATHER,0112::8000C76D0
82,SCATTER-GATHER,0213::80C93DF00
82,SCATTER-GATHER,0211::80A5176A0
82,SCATTER-GATHER,0031596::80BFD9240
82,SCATTER-GATHER,0013078::8053B01E0
82,SCATTER-GATHER,0017708::8113EEDB0
82,SCATTER-GATHER,0125906::80D8F53F0
82,SCATTER-GATHER,0116781::806F3C5B0
82,SCATTER-GATHER,0213::809E26AD0
82,SCATTER-GATHER,0136353::80D6DC9F0
82,SCATTER-GATHER,019740::80A9491C0
82,SCATTER-GATHER,0071::8049DF570
82,SCATTER-GATHER,022828::801928280
83,SCATTER-GATHER,0113744::810183CE0
83,SCATTER-GATHER,0026302::809CDB340
83,SCATTER-GATHER,017732::805A58280
83,SCATTER-GATHER,01522::801348970
83,SCATTER-GATHER,019329::805A91C10
83,SCATTER-GATHER,0111425::8073E9CC0
83,SCATTER-GATHER,01362::800410C30
83,SCATTER-GATHER,013264::80C208360
83,SCATTER-GATHER,0214::809510B10
83,SCATTER-GATHER,022205::807195E30
83,SCATTER-GATHER,023842::8017D32A0
84,FAN-OUT,0050528::812D0C600
84,FAN-OUT,0148350::812D0C3C0
84,FAN-OUT,0148350::811FFF630
85,RANDOM,0050528::812D0C600
85,RANDOM,0148350::812D0C3C0
85,RANDOM,0148350::811FFF630
86,FAN-IN,022::804A66840
86,FAN-IN,0230230::8114C0050
86,FAN-IN,021918::8053168D0
86,FAN-IN,0231004::80DF21F10
86,FAN-IN,0010099::8044456B0
86,FAN-IN,024::80007A550
86,FAN-IN,0122545::80888DC20
86,FAN-IN,0012278::80750E180
86,FAN-IN,01132::80A43FE30
86,FAN-IN,0237636::80FBCD550
86,FAN-IN,0121580::808AADB60
86,FAN-IN,028::80C64E3A0
86,FAN-IN,01601::80A0F74D0
86,FAN-IN,021749::805A13780
87,RANDOM,0050528::812D0C600
87,RANDOM,0148350::812D0C3C0
88,BIPARTITE,0148348::81235EE30
88,BIPARTITE,0148389::811EDAA30
88,BIPARTITE,0048308::811E3C9F0
88,BIPARTITE,0148016::811FCA7B0
88,BIPARTITE,0148016::811C4EDD0
88,BIPARTITE,0223::811EDA940
88,BIPARTITE,0149345::812D1AC00
88,BIPARTITE,0119::81235E8B0
88,BIPARTITE,0121::811E03C30
88,BIPARTITE,0118::811A67510
89,CYCLE,00701::80408AC50
89,CYCLE,001665::801C602A0
90,FAN-IN,0115159::80BF76730
90,FAN-IN,0026174::809CC4600
90,FAN-IN,0214100::807824060
90,FAN-IN,018511::803C1D400
90,FAN-IN,0010642::809C04750
90,FAN-IN,0218202::810A97A50
90,FAN-IN,001686::8014FCAF0
90,FAN-IN,0117304::806DADD80
90,FAN-IN,0214050::805886A80
90,FAN-IN,0028416::80AF84530
90,FAN-IN,024840::80A6A5800
90,FAN-IN,0118::80E5DB120
90,FAN-IN,0111433::80606A5D0
90,FAN-IN,012::80016E8F0
90,FAN-IN,001::8012525C0
90,FAN-IN,0211::80A5F2BC0
90,FAN-IN,013265::80B50ADD0
91,GATHER-SCATTER,013083::80B91CD20
91,GATHER-SCATTER,011::80B503710
91,GATHER-SCATTER,0010656::8045A70E0
91,GATHER-SCATTER,0122332::808C1A610
91,GATHER-SCATTER,026463::80ED75AC0
91,GATHER-SCATTER,002991::8057BA770
91,GATHER-SCATTER,021258::80DA5FC60
91,GATHER-SCATTER,003123::8028AC420
91,GATHER-SCATTER,013264::808E06810
91,GATHER-SCATTER,0021615::80AA05290
91,GATHER-SCATTER,0139342::80EB1E930
91,GATHER-SCATTER,0224555::8110882E0
91,GATHER-SCATTER,003420::80CA4D110
91,GATHER-SCATTER,008805::806689160
91,GATHER-SCATTER,00220::8002B5EE0
91,GATHER-SCATTER,01547::800360060
91,GATHER-SCATTER,021258::802455070
91,GATHER-SCATTER,009::806FA9C10
91,GATHER-SCATTER,014099::80B828DE0
91,GATHER-SCATTER,022164::8066D7B00
91,GATHER-SCATTER,0117299::811C16680
91,GATHER-SCATTER,0214050::805E56740
92,FAN-OUT,0030380::80B826C80
92,FAN-OUT,0215064::806FF9890
92,FAN-OUT,013083::802E55FD0
92,FAN-OUT,0240229::80F1AF2E0
92,FAN-OUT,0229558::80B7E2CD0
92,FAN-OUT,0232583::80D3AF4B0
92,FAN-OUT,0110::80CFCDFB0
92,FAN-OUT,0232154::80D0E9FB0
92,FAN-OUT,0112497::804BAFE40
92,FAN-OUT,011107::80338EC60
92,FAN-OUT,0017120::8064C6BE0
92,FAN-OUT,0137218::80DDAB2B0
93,GATHER-SCATTER,008771::80C6F48A0
93,GATHER-SCATTER,0112497::804FAA560
93,GATHER-SCATTER,012::801E366E0
93,GATHER-SCATTER,0212789::804F99E40
93,GATHER-SCATTER,0220::80FFD2C60
93,GATHER-SCATTER,014433::80D4F8460
93,GATHER-SCATTER,015863::8056D7330
93,GATHER-SCATTER,011296::801F6B0A0
93,GATHER-SCATTER,003335::8032285E0
93,GATHER-SCATTER,0223645::80D640E90
93,GATHER-SCATTER,007195::80693DD00
93,GATHER-SCATTER,003::8038059D0
93,GATHER-SCATTER,0221374::80E0FA460
93,GATHER-SCATTER,023691::807ACCF80
93,GATHER-SCATTER,011056::8079083A0
93,GATHER-SCATTER,016354::803D15580
93,GATHER-SCATTER,021749::801087CE0
93,GATHER-SCATTER,001024::800A483E0
93,GATHER-SCATTER,024963::801D2E530
93,GATHER-SCATTER,0019890::80B4BEFB0
93,GATHER-SCATTER,014011::801EB8CA0
93,GATHER-SCATTER,022806::80E6B1A90
93,GATHER-SCATTER,025075::80F1E0120
93,GATHER-SCATTER,0220572::808CB69F0
93,GATHER-SCATTER,0221891::80C2DCAE0
94,BIPARTITE,0122055::809A17220
94,BIPARTITE,0287::8061C8910
94,BIPARTITE,026580::80EBC49A0
94,BIPARTITE,0021360::80825B1E0
94,BIPARTITE,0116904::807009D30
94,BIPARTITE,0033873::80CC04930
94,BIPARTITE,0214050::805F2B680
94,BIPARTITE,001::80024DDD0
94,BIPARTITE,0122086::80A9F95F0
94,BIPARTITE,0121453::80FC0BB60
94,BIPARTITE,0015447::80DF70590
94,BIPARTITE,019723::803983BE0
95,STACK,0237316::80EBC6370
95,STACK,013554::805811F40
95,STACK,0224782::80B115430
95,STACK,0025534::80963CB30
95,STACK,001068::8043A9F30
95,STACK,0219077::80D030A40
95,STACK,0039721::80F203B70
95,STACK,0224555::80A6536E0
95,STACK,001665::801AA4400
95,STACK,0223641::80AB2B9B0
95,STACK,0224866::80D151C70
95,STACK,0013667::805438E60
96,BIPARTITE,015231::80266F880
96,BIPARTITE,023691::8021353D0
97,GATHER-SCATTER,015231::80266F880
97,GATHER-SCATTER,023691::8021353D0
98,BIPARTITE,0148016::811C4EDD0
98,BIPARTITE,0048308::811ED7DF0
98,BIPARTITE,0118::811A67510
98,BIPARTITE,0148016::811FCA7B0
99,GATHER-SCATTER,0119::811C597B0
99,GATHER-SCATTER,0048309::811C599A0
99,GATHER-SCATTER,0150240::812D22980
99,GATHER-SCATTER,0222::811B83280
100,BIPARTITE,015231::80266F880
100,BIPARTITE,023691::8021353D0
101,BIPARTITE,015231::80266F880
101,BIPARTITE,023691::8021353D0
102,CYCLE,0119::811C597B0
102,CYCLE,0048309::811C599A0
102,CYCLE,0222::811B83280
103,FAN-IN,024::8039DCF40
103,FAN-IN,0116::80E97FA80
103,FAN-IN,0111141::80807F270
103,FAN-IN,026024::80B3DD4D0
103,FAN-IN,01588::801856350
103,FAN-IN,001244::805307640
103,FAN-IN,0013649::80EF49640
103,FAN-IN,01292::80061BB00
103,FAN-IN,011657::800D78EB0
103,FAN-IN,011107::801A5B470
103,FAN-IN,0013649::80E6CA8D0
103,FAN-IN,0111764::807DD0FB0
103,FAN-IN,0013154::805DAB3C0
103,FAN-IN,003149::810186380
104,CYCLE,0050202::812D129C0
104,CYCLE,0222::812D127D0
105,FAN-IN,025866::802C6C120
105,FAN-IN,0137888::80DFCA010
105,FAN-IN,0028237::80AD1C820
105,FAN-IN,011974::801998AE0
105,FAN-IN,015::803A52250
105,FAN-IN,019535::80B18E250
106,RANDOM,0127142::80DE5F6D0
106,RANDOM,0116::80E5B7A20
106,RANDOM,001655::801514540
106,RANDOM,0042051::80FF1F660
106,RANDOM,00513::80D2EC1E0
106,RANDOM,0043818::8105FFAD0
106,RANDOM,0020861::80C8C6C40
107,FAN-IN,0235509::80CFD1370
107,FAN-IN,016941::802D07110
107,FAN-IN,0020898::80D0C4F20
107,FAN-IN,001124::800852F80
108,SCATTER-GATHER,0012979::80D9A9270
108,SCATTER-GATHER,0024941::809DC9020
108,SCATTER-GATHER,0140257::80F0169B0
108,SCATTER-GATHER,0117143::806ED9F10
108,SCATTER-GATHER,027::80C771F80
109,CYCLE,0119::812A09CF0
109,CYCLE,0049365::812A09D40
110,FAN-OUT,015231::80266F880
110,FAN-OUT,023691::8021353D0
111,STACK,0119::811C597B0
111,STACK,0048309::811C599A0
111,STACK,0150240::812D22980
111,STACK,0222::811B83280
112,GATHER-SCATTER,0119::812A09CF0
112,GATHER-SCATTER,0049365::812A09D40
113,BIPARTITE,003149::801D45DD0
113,BIPARTITE,0130596::80B586630
113,BIPARTITE,0119::8100C5CC0
113,BIPARTITE,001916::8011422A0
114,FAN-IN,0240492::80FEF3A50
114,FAN-IN,025866::80E27AA10
114,FAN-IN,0232304::80D9A31F0
114,FAN-IN,0015768::808242040
114,FAN-IN,020::805EBB270
114,FAN-IN,0117453::80887AC50
114,FAN-IN,001412::80E012220
114,FAN-IN,004503::80C0D5B50
114,FAN-IN,0117698::80BF3BF90
114,FAN-IN,018067::80E45CEA0
114,FAN-IN,0210319::803CC8F60
115,GATHER-SCATTER,0138335::80EEFAD40
115,GATHER-SCATTER,0139342::80EECA810
115,GATHER-SCATTER,0033355::80DD29680
115,GATHER-SCATTER,027217::806453860
115,GATHER-SCATTER,0014657::8078B38C0
115,GATHER-SCATTER,006625::8069903E0
115,GATHER-SCATTER,007::8000485D0
115,GATHER-SCATTER,003051::804282480
115,GATHER-SCATTER,0127390::80DFDA990
115,GATHER-SCATTER,0018049::80E4DA910
115,GATHER-SCATTER,0033389::80E6E9840
115,GATHER-SCATTER,0027402::80BCD7CD0
115,GATHER-SCATTER,014663::805AF1010
115,GATHER-SCATTER,0010::806169AC0
115,GATHER-SCATTER,0122702::809AA8950
115,GATHER-SCATTER,005836::802C61040
115,GATHER-SCATTER,0232259::80F363750
115,GATHER-SCATTER,013858::81109ED60
115,GATHER-SCATTER,01588::807A2C280
115,GATHER-SCATTER,0029317::80D3A4530
115,GATHER-SCATTER,0221130::809B94750
116,FAN-OUT,016354::80D08E230
116,FAN-OUT,002454::80B8BB1D0
116,FAN-OUT,0022155::808D89450
116,FAN-OUT,017425::8071F9B50
116,FAN-OUT,0029814::80AEF4AC0
116,FAN-OUT,0118202::806E22460
116,FAN-OUT,021::803E21640
116,FAN-OUT,011296::80632ED10
117,FAN-OUT,005::8085CE990
117,FAN-OUT,011904::801DB2C70
117,FAN-OUT,0219969::80AC120A0
117,FAN-OUT,020::801E6B710
117,FAN-OUT,0038713::810E21700
117,FAN-OUT,0022422::80A4FD780
117,FAN-OUT,026::8077454A0
117,FAN-OUT,022775::802B1E400
118,GATHER-SCATTER,0223::811A4DBD0
118,GATHER-SCATTER,0119::8000DB3C0
118,GATHER-SCATTER,0228101::80B0C3F40
118,GATHER-SCATTER,0119::811B88600
118,GATHER-SCATTER,0223::811B9B160
118,GATHER-SCATTER,0119::811B6E2B0
118,GATHER-SCATTER,0118::812D06150
118,GATHER-SCATTER,0223::8119F8CC0
118,GATHER-SCATTER,0118::811B6E170
118,GATHER-SCATTER,0118::811B9B110
118,GATHER-SCATTER,0148016::811DCA680
118,GATHER-SCATTER,0121::8000E1590
118,GATHER-SCATTER,0222::811D80C30
118,GATHER-SCATTER,0249118::814965B00
118,GATHER-SCATTER,0118::811A67510
118,GATHER-SCATTER,0223::811A65E30
119,STACK,0050528::812D0C600
119,STACK,0148350::811FFF630
120,FAN-IN,0126783::80C8B9B90
120,FAN-IN,0117::80E59A080
120,FAN-IN,019818::80B16FF40
120,FAN-IN,012735::801658A00
121,BIPARTITE,0127760::80D3382E0
121,BIPARTITE,003::804E13660
121,BIPARTITE,022758::8025BFA10
121,BIPARTITE,020::802355E00
121,BIPARTITE,004::800367070
121,BIPARTITE,0013959::8094423B0
122,RANDOM,023::800283390
122,RANDOM,011::800065CB0
122,RANDOM,01490::80029BCF0
122,RANDOM,020::800061E50
122,RANDOM,012::80026DD70
122,RANDOM,028::8000B4150
122,RANDOM,022::8001AF3D0
122,RANDOM,01490::800289800
122,RANDOM,011::8001B7A10
122,RANDOM,022::8001A6870
122,RANDOM,001::8000EEE80
122,RANDOM,012::80023BB50
123,FAN-OUT,007548::809BFDCE0
123,FAN-OUT,0213::80BE6AE70
123,FAN-OUT,0039721::80F11E180
123,FAN-OUT,01467::8009C3620
123,FAN-OUT,0222664::80B7973F0
124,SCATTER-GATHER,0139793::80EB1AA20
124,SCATTER-GATHER,006129::810408DE0
124,SCATTER-GATHER,029::80D578C50
124,SCATTER-GATHER,020::801DD1C70
124,SCATTER-GATHER,0020486::807EF78D0
124,SCATTER-GATHER,0032405::811AD68A0
124,SCATTER-GATHER,0120193::810241490
124,SCATTER-GATHER,0149345::8123962F0
124,SCATTER-GATHER,006129::80349D400
124,SCATTER-GATHER,019477::80750D550
124,SCATTER-GATHER,021745::80AA68C00
124,SCATTER-GATHER,0213737::804FE2220
124,SCATTER-GATHER,0121987::80839EF70
124,SCATTER-GATHER,027637::803B7F120
124,SCATTER-GATHER,011056::80157E940
125,FAN-IN,028::80629F9A0
125,FAN-IN,0119::8123789D0
125,FAN-IN,011813::80C51C390
125,FAN-IN,0110603::806E72870
125,FAN-IN,013145::80145D800
125,FAN-IN,0239604::80F063680
125,FAN-IN,023344::8067D6C60
125,FAN-IN,018097::80D233DB0
125,FAN-IN,008455::808F449C0
125,FAN-IN,0126191::809DFF880
125,FAN-IN,0111326::80EBF1580
125,FAN-IN,0241636::80F5D4A80
125,FAN-IN,009679::8039B1E10
126,CYCLE,0220888::80EBD88F0
126,CYCLE,021831::807BFE2C0
126,CYCLE,0110603::809936360
127,SCATTER-GATHER,006803::803FF3D90
127,SCATTER-GATHER,012::804BD70D0
127,SCATTER-GATHER,013057::801218970
127,SCATTER-GATHER,0229089::80C7075C0
127,SCATTER-GATHER,0116843::806E1B6F0
127,SCATTER-GATHER,0132923::80E35A3D0
127,SCATTER-GATHER,0021568::80AAB0290
127,SCATTER-GATHER,004523::801BCE220
127,SCATTER-GATHER,0238845::80F499130
127,SCATTER-GATHER,019535::80D655A00
127,SCATTER-GATHER,0214::80BE87020
127,SCATTER-GATHER,016::805016710
127,SCATTER-GATHER,011318::800836F80
127,SCATTER-GATHER,00701::8013F0350
128,CYCLE,0212789::805CA3750
128,CYCLE,0010232::808FADF50
128,CYCLE,0117143::806ABE0A0
128,CYCLE,016224::8052D0490
128,CYCLE,028255::804D7E820
128,CYCLE,0214615::80E9CE540
128,CYCLE,028627::805565C40
129,FAN-IN,0119::811C597B0
129,FAN-IN,0048309::811C599A0
129,FAN-IN,0150240::812D22980
129,FAN-IN,0222::811B83280
130,CYCLE,016941::811B16940
130,CYCLE,0231490::80E736F40
130,CYCLE,0116::80E5C0180
130,CYCLE,0239604::80F034CC0
130,CYCLE,0010441::80B964800
130,CYCLE,0016927::806B12730
130,CYCLE,0017554::806B5EBC0
130,CYCLE,00220::802AB9080
130,CYCLE,0142836::811243150
130,CYCLE,0013154::8122474B0
130,CYCLE,0249118::811F76830
131,FAN-IN,0029814::80BB289A0
131,FAN-IN,014::80036D360
131,FAN-IN,0220504::8081073E0
131,FAN-IN,011318::80250BCD0
131,FAN-IN,0210972::8045FC4D0
131,FAN-IN,0215687::80D7DBD40
131,FAN-IN,0020248::80795A080
131,FAN-IN,02915::80693BC00
131,FAN-IN,0249118::811E9C1E0
131,FAN-IN,0111425::80F74F5A0
131,FAN-IN,021174::800F33710
132,FAN-OUT,015231::80266F880
132,FAN-OUT,023691::8021353D0
133,BIPARTITE,0119::812A09CF0
133,BIPARTITE,0049365::812A09D40
134,SCATTER-GATHER,015231::80266F880
134,SCATTER-GATHER,023691::8021353D0
135,BIPARTITE,0044873::810B9DF70
135,BIPARTITE,017425::805ECF470
135,BIPARTITE,018015::80A504210
135,BIPARTITE,013145::80179A870
135,BIPARTITE,0113798::80E047940
135,BIPARTITE,028::8061817B0
135,BIPARTITE,01362::8007869B0
135,BIPARTITE,013327::802308AB0
135,BIPARTITE,003::804A807E0
135,BIPARTITE,011474::801A36EE0
135,BIPARTITE,0025847::809894520
135,BIPARTITE,021550::80DDC5FE0
135,BIPARTITE,0137218::80E46A430
135,BIPARTITE,0210690::804703440
136,FAN-OUT,022::800241D60
136,FAN-OUT,004::800370A40
136,FAN-OUT,00795::8005C22F0
136,FAN-OUT,0121::8000DC770
136,FAN-OUT,001::800154020
136,FAN-OUT,011::8002D9F80
136,FAN-OUT,021381::8007CA940
136,FAN-OUT,012::80084A830
136,FAN-OUT,01674::80072E610
136,FAN-OUT,01601::800669CE0
137,CYCLE,0119880::8078AF360
137,CYCLE,02915::8069EB270
137,CYCLE,0130637::80D286160
137,CYCLE,028183::8093F1270
137,CYCLE,019535::806A570E0
137,CYCLE,0029191::8114B6040
137,CYCLE,011852::8088A4AE0
137,CYCLE,0221374::80854F3A0
137,CYCLE,016224::809E8F160
137,CYCLE,028693::80DE5AFC0
137,CYCLE,0227786::80E47F580
138,FAN-OUT,0117::80E5157A0
138,FAN-OUT,0021884::808CB27A0
138,FAN-OUT,01588::8006ECDD0
139,RANDOM,0050528::812D0C600
139,RANDOM,0148350::812D0C3C0
140,GATHER-SCATTER,0119::811C597B0
140,GATHER-SCATTER,0048309::811C599A0
140,GATHER-SCATTER,0150240::812D22980
140,GATHER-SCATTER,0222::811B83280
141,STACK,0233168::80DF9EF10
141,STACK,001916::8041FBAC0
141,STACK,0018324::80721A5A0
141,STACK,004::80EFD2B30
141,STACK,008798::8056D0240
141,STACK,01601::800D63EE0
141,STACK,009665::803ED92E0
141,STACK,0024550::80E3069E0
141,STACK,0143242::8101AEF90
141,STACK,0023289::808D6FCD0
141,STACK,0019542::810805FE0
141,STACK,018196::8035CD610
141,STACK,0044351::810E92FB0
141,STACK,0235874::80D76EB80
141,STACK,022758::805EC22B0
141,STACK,006156::804D12400
141,STACK,0010605::803FBEE10
141,STACK,026::808405BE0
141,STACK,0144831::810BEA5B0
141,STACK,0217641::806B31680
141,STACK,0033727::80C78A190
141,STACK,004726::8021C45F0
141,STACK,0244490::811CD2450
141,STACK,017222::80BE3A910
141,STACK,0022062::808A3AF80
141,STACK,016::8050B7870
141,STACK,001501::801C04E20
141,STACK,006010::8070043E0
141,STACK,009665::8039B4CB0
141,STACK,004::80256C060
141,STACK,01665::8005DCD00
141,STACK,0116781::806A7BE10
141,STACK,0144639::8109C87A0
141,STACK,0030465::80DCDEA20
141,STACK,0226350::80B68FE00
141,STACK,0022155::808CEE0D0
141,STACK,003335::803E8D000
141,STACK,0138103::80F3C35F0
141,STACK,0018230::80FEFC340
141,STACK,016109::804D324A0
141,STACK,017732::8034C7AE0
141,STACK,0034183::80CEA8100
142,CYCLE,001686::80113D5D0
142,CYCLE,0121303::80BDDEE60
143,SCATTER-GATHER,0218050::810B68D50
143,SCATTER-GATHER,0123390::811006A00
143,SCATTER-GATHER,0222664::80D7EC5F0
143,SCATTER-GATHER,029685::808A00B60
143,SCATTER-GATHER,019::80B061620
143,SCATTER-GATHER,001916::80218A900
143,SCATTER-GATHER,001267::8030004E0
143,SCATTER-GATHER,0222363::80C702290
143,SCATTER-GATHER,001124::80AC45CA0
143,SCATTER-GATHER,015643::80A7475A0
143,SCATTER-GATHER,0219205::806F2B220
143,SCATTER-GATHER,0113865::809326EF0
143,SCATTER-GATHER,0234331::80CDAB750
143,SCATTER-GATHER,0016927::806B5E250
143,SCATTER-GATHER,0048211::811C42F00
144,STACK,0119::812A09CF0
144,STACK,0049365::812A09D40
145,STACK,012::800055A70
145,STACK,011::80026F8F0
145,STACK,00410::80023FEE0
145,STACK,023::80005FD30
145,STACK,010::8000F8070
145,STACK,00220::80010C100
145,STACK,020::800177290
145,STACK,012::80027D490
145,STACK,020::800122600
145,STACK,012::800063990
145,STACK,020::800102120
145,STACK,011::80029D5F0
145,STACK,01490::80029B620
145,STACK,001::8000EEE80
145,STACK,023::8002997C0
145,STACK,011::8001426D0
145,STACK,011::8000EF670
145,STACK,001::8000F49E0
145,STACK,020::800161D40
145,STACK,011::8000631E0
145,STACK,011::8001B7A10
145,STACK,011::800205E90
145,STACK,001::8001093C0
145,STACK,010::80010A750
146,FAN-IN,001665::8010FD8B0
146,FAN-IN,0113060::80E41BB70
146,FAN-IN,001::80054A7C0
146,FAN-IN,0023886::80BE9B100
146,FAN-IN,0024544::80B92FEE0
146,FAN-IN,0226925::80BD5D6F0
146,FAN-IN,0249407::81230E3E0
146,FAN-IN,0031161::812A60050
146,FAN-IN,0220271::80F13D910
146,FAN-IN,0019888::80A0486E0
146,FAN-IN,007042::803173180
146,FAN-IN,0012446::806578D30
146,FAN-IN,0218755::80DA98640
146,FAN-IN,005627::803908540
147,GATHER-SCATTER,00513::800F57D60
147,GATHER-SCATTER,01292::8005BD570
147,GATHER-SCATTER,021387::800ADE000
147,GATHER-SCATTER,001916::801E76F80
147,GATHER-SCATTER,021387::8008B29B0
147,GATHER-SCATTER,022806::801545F20
147,GATHER-SCATTER,011471::8014CBA10
147,GATHER-SCATTER,001686::801AB4E60
147,GATHER-SCATTER,013264::80251B440
147,GATHER-SCATTER,01674::801A1CF90
147,GATHER-SCATTER,021749::80154AAF0
147,GATHER-SCATTER,010::80010C0B0
